#X	Y
0	15610
1	15610
2	15610
3	15610
4	15610
5	15610
6	15610
7	15610
8	15610
9	15610
10	15610
11	15610
12	15610
13	15610
14	15610
15	15610
16	15610
17	15610
18	15610
19	15610
20	15610
21	15610
22	15610
23	15610
24	15610
25	15610
26	15610
27	15610
28	15610
29	15610
30	15610
31	15610
32	15610
33	15610
34	15610
35	15610
36	15610
37	15610
38	15610
39	15610
40	15610
41	15610
42	15610
43	15610
44	15610
45	15610
46	15610
47	15610
48	15610
49	15610
50	15610
51	15610
52	15610
53	15610
54	15610
55	15610
56	15610
57	15610
58	15610
59	15610
60	15610
61	15610
62	15610
63	15610
64	15610
65	15610
66	15610
67	15610
68	15610
69	15610
70	15610
71	15610
72	15610
73	15610
74	15610
75	15610
76	15610
77	15610
78	15610
79	15610
80	15610
81	15610
82	15610
83	15610
84	15610
85	15610
86	15610
87	15610
88	15610
89	15610
90	15610
91	15610
92	15610
93	15610
94	15610
95	15610
96	15610
97	15610
98	15610
99	15610
100	15610
101	15610
102	15610
103	15610
104	15610
105	15610
106	15610
107	15610
108	15610
109	15610
110	15610
111	15610
112	15610
113	15610
114	15610
115	15610
116	15610
117	15610
118	15610
119	15610
120	15610
121	15610
122	15610
123	15610
124	15610
125	15610
126	15610
127	15610
128	15610
129	15610
130	15610
131	15610
132	15610
133	15610
134	15610
135	15609,9
136	15609,9
137	15609,9
138	15609,9
139	15609,9
140	15609,9
141	15609,9
142	15609,9
143	15609,9
144	15609,9
145	15609,9
146	15609,9
147	15609,9
148	15609,9
149	15609,9
150	15609,9
151	15609,9
152	15609,9
153	15609,9
154	15609,9
155	15609,9
156	15609,9
157	15609,9
158	15609,9
159	15609,9
160	15609,9
161	15609,9
162	15609,9
163	15609,9
164	15609,9
165	15609,9
166	15609,9
167	15609,9
168	15609,9
169	15609,9
170	15609,9
171	15609,9
172	15609,9
173	15609,9
174	15609,9
175	15609,9
176	15609,9
177	15609,9
178	15609,9
179	15609,9
180	15609,9
181	15609,9
182	15609,9
183	15609,9
184	15609,9
185	15609,9
186	15609,9
187	15609,9
188	15609,9
189	15609,9
190	15609,9
191	15609,9
192	15609,9
193	15609,9
194	15609,8
195	15609,8
196	15609,8
197	15609,8
198	15609,8
199	15609,8
200	15609,8
201	15609,8
202	15609,8
203	15609,8
204	15609,8
205	15609,8
206	15609,8
207	15609,8
208	15609,8
209	15609,8
210	15609,8
211	15609,8
212	15609,8
213	15609,8
214	15609,8
215	15609,8
216	15609,8
217	15609,8
218	15609,8
219	15609,8
220	15609,8
221	15609,8
222	15609,8
223	15609,8
224	15609,8
225	15609,8
226	15609,8
227	15609,8
228	15609,8
229	15609,8
230	15609,7
231	15609,7
232	15609,7
233	15609,7
234	15609,7
235	15609,7
236	15609,7
237	15609,7
238	15609,7
239	15609,7
240	15609,7
241	15609,7
242	15609,7
243	15609,7
244	15609,7
245	15609,7
246	15609,7
247	15609,7
248	15609,7
249	15609,7
250	15609,7
251	15609,7
252	15609,7
253	15609,7
254	15609,7
255	15609,7
256	15609,7
257	15609,7
258	15609,6
259	15609,6
260	15609,6
261	15609,6
262	15609,6
263	15609,6
264	15609,6
265	15609,6
266	15609,6
267	15609,6
268	15609,6
269	15609,6
270	15609,6
271	15609,6
272	15609,6
273	15609,6
274	15609,6
275	15609,6
276	15609,6
277	15609,6
278	15609,6
279	15609,6
280	15609,5
281	15609,5
282	15609,5
283	15609,5
284	15609,5
285	15609,5
286	15609,5
287	15609,5
288	15609,5
289	15609,5
290	15609,5
291	15609,5
292	15609,5
293	15609,5
294	15609,5
295	15609,5
296	15609,5
297	15609,5
298	15609,5
299	15609,4
300	15609,4
301	15609,4
302	15609,4
303	15609,4
304	15609,4
305	15609,4
306	15609,4
307	15609,4
308	15609,4
309	15609,4
310	15609,4
311	15609,4
312	15609,4
313	15609,4
314	15609,4
315	15609,4
316	15609,3
317	15609,3
318	15609,3
319	15609,3
320	15609,3
321	15609,3
322	15609,3
323	15609,3
324	15609,3
325	15609,3
326	15609,3
327	15609,3
328	15609,3
329	15609,3
330	15609,3
331	15609,3
332	15609,2
333	15609,2
334	15609,2
335	15609,2
336	15609,2
337	15609,2
338	15609,2
339	15609,2
340	15609,2
341	15609,2
342	15609,2
343	15609,2
344	15609,2
345	15609,2
346	15609,1
347	15609,1
348	15609,1
349	15609,1
350	15609,1
351	15609,1
352	15609,1
353	15609,1
354	15609,1
355	15609,1
356	15609,1
357	15609,1
358	15609,1
359	15609
360	15609
361	15609
362	15609
363	15609
364	15609
365	15609
366	15609
367	15609
368	15609
369	15609
370	15609
371	15608,9
372	15608,9
373	15608,9
374	15608,9
375	15608,9
376	15608,9
377	15608,9
378	15608,9
379	15608,9
380	15608,9
381	15608,9
382	15608,8
383	15608,8
384	15608,8
385	15608,8
386	15608,8
387	15608,8
388	15608,8
389	15608,8
390	15608,8
391	15608,8
392	15608,8
393	15608,7
394	15608,7
395	15608,7
396	15608,7
397	15608,7
398	15608,7
399	15608,7
400	15608,7
401	15608,7
402	15608,7
403	15608,6
404	15608,6
405	15608,6
406	15608,6
407	15608,6
408	15608,6
409	15608,6
410	15608,6
411	15608,6
412	15608,6
413	15608,5
414	15608,5
415	15608,5
416	15608,5
417	15608,5
418	15608,5
419	15608,5
420	15608,5
421	15608,5
422	15608,4
423	15608,4
424	15608,4
425	15608,4
426	15608,4
427	15608,4
428	15608,4
429	15608,4
430	15608,4
431	15608,3
432	15608,3
433	15608,3
434	15608,3
435	15608,3
436	15608,3
437	15608,3
438	15608,3
439	15608,3
440	15608,2
441	15608,2
442	15608,2
443	15608,2
444	15608,2
445	15608,2
446	15608,2
447	15608,2
448	15608,1
449	15608,1
450	15608,1
451	15608,1
452	15608,1
453	15608,1
454	15608,1
455	15608,1
456	15608
457	15608
458	15608
459	15608
460	15608
461	15608
462	15608
463	15607,9
464	15607,9
465	15607,9
466	15607,9
467	15607,9
468	15607,9
469	15607,9
470	15607,9
471	15607,8
472	15607,8
473	15607,8
474	15607,8
475	15607,8
476	15607,8
477	15607,8
478	15607,7
479	15607,7
480	15607,7
481	15607,7
482	15607,7
483	15607,7
484	15607,7
485	15607,6
486	15607,6
487	15607,6
488	15607,6
489	15607,6
490	15607,6
491	15607,6
492	15607,5
493	15607,5
494	15607,5
495	15607,5
496	15607,5
497	15607,5
498	15607,4
499	15607,4
500	15607,4
501	15607,4
502	15607,4
503	15607,4
504	15607,4
505	15607,3
506	15607,3
507	15607,3
508	15607,3
509	15607,3
510	15607,3
511	15607,2
512	15607,2
513	15607,2
514	15607,2
515	15607,2
516	15607,2
517	15607,1
518	15607,1
519	15607,1
520	15607,1
521	15607,1
522	15607,1
523	15607
524	15607
525	15607
526	15607
527	15607
528	15607
529	15606,9
530	15606,9
531	15606,9
532	15606,9
533	15606,9
534	15606,9
535	15606,8
536	15606,8
537	15606,8
538	15606,8
539	15606,8
540	15606,7
541	15606,7
542	15606,7
543	15606,7
544	15606,7
545	15606,7
546	15606,6
547	15606,6
548	15606,6
549	15606,6
550	15606,6
551	15606,5
552	15606,5
553	15606,5
554	15606,5
555	15606,5
556	15606,4
557	15606,4
558	15606,4
